place_id,poi_type,name,primary_type,latitude,longitude,areas_found_in,n_areas
ChIJl2BEeZcZ6zkRMtRMoN7ZwUs,bank,Nepal Cooperative Financial Institution,bank,27.6938527,85.3371528,Baneshwor,1
ChIJY0HOeJcZ6zkRawb6tJIu3f4,bank,Vastabik SACCOS,bank,27.693881,85.336996,Baneshwor,1
ChIJVVb51pkZ6zkRMtFPxqztdAY,bank,Global IME Bank Limited,bank,27.6944349,85.33739240000001,Baneshwor,1
ChIJdyrqzZkZ6zkRYRaFBexay1A,bank,Public Sutradhar Multipurpose Co-op.,bank,27.6950784,85.3371375,Baneshwor,1
ChIJXyQczZkZ6zkR0pOLzWycmhQ,bank,Sutradhar SACCOS,bank,27.695124000000003,85.3369641,Baneshwor,1
ChIJGaZcmJcZ6zkRPOINtCK5IzQ,bank,Amrlavarsa SACCOS,bank,27.6929186,85.3363231,Baneshwor,1
ChIJGaZcmJcZ6zkR-5R80j3KT-U,bank,Societal SACCOS,bank,27.6929181,85.336323,Baneshwor,1
ChIJTVe9M5gZ6zkROz4T62PjR5M,bank,Sambandha SACCOS,bank,27.6952179,85.3366616,Baneshwor,1
ChIJTVe9M5gZ6zkR-Ja6WxJgd2w,bank,Nobel Shoppe SACCOS,bank,27.6952179,85.3366616,Baneshwor,1
ChIJ4caaWc0Z6zkRs7p4RCOOe_g,bank,Survey Sulav SACCOS,bank,27.6926502,85.3364507,Baneshwor,1
ChIJf5NH-S8Z6zkRXptkWu8abKw,bank,Artha Jagat SACCOS,bank,27.6922336,85.3357986,Baneshwor,1
ChIJy88hsJcZ6zkRdCsugH1nmfo,bank,Provision SACCOS,bank,27.6919583,85.33626559999999,Baneshwor,1
ChIJj8xVOucZ6zkRDZ2AWRFL224,bank,Alankar cooperatives LTD.,bank,27.6964837,85.3376449,Baneshwor,1
ChIJkwyOyJcZ6zkRrMlJhusEJzs,bank,Chhaku Bakku Bhagwati SACCOS,bank,27.692099,85.33542349999999,Baneshwor,1
ChIJX8FcrZcZ6zkRx8aL_ilHfMg,bank,Jyoti Bikash Bank Limited,bank,27.6915446,85.3359617,Baneshwor,1
ChIJBwxYspcZ6zkRuMcWURJ-QZ0,bank,Mobile SACCOS,bank,27.6914172,85.3360967,Baneshwor,1
ChIJ47YdUpYZ6zkR8anQEfdoooA,bank,Nagarik Dainik SACCOS,bank,27.6913964,85.33610689999999,Baneshwor,1
ChIJv7aospcZ6zkRzECezwGbYIQ,bank,Swarna Shree SACCOS,bank,27.6912916,85.336314,Baneshwor,1
ChIJgcuzibQZ6zkRMnO3ZaArdsI,bank,Mahalaxmi Bikas Bank Limited,bank,27.6968677,85.3375325,Baneshwor,1
